site,pv_kwp,battery_kwh,price_EUR_per_kg,operating_EUR_per_day,capital_EUR_per_day,first_pack_EUR_per_day,replacement_EUR_per_day,net_EUR_per_day,capex_EUR,capex_pv_EUR,capex_process_EUR,efc_per_day,dod_stress,battery_life_years,seasons,season_min,season_max,cash_EUR_per_day,payback_years
Seville,300.0,500.0,2.0,102.41804104112441,497.6209684279735,480.6622697377778,16.958698690195668,-395.20292738684907,1514903.2459634205,210000.0,1179903.2459634205,0.060623410583719915,2.2825412076768723,11.98784353606459,1,102.41804104112441,102.41804104112441,-20.381517787241933,inf
Seville,300.0,500.0,3.0,158.14633909976655,497.61463899141154,480.6622697377778,16.952369253633695,-339.46829989164496,1514903.2459634205,210000.0,1179903.2459634205,0.05888127813690315,2.213217727824352,12.058708125776882,1,158.14633909976655,158.14633909976655,35.29755280561332,inf
Seville,300.0,500.0,4.0,214.07347873999873,497.5940731649975,480.6622697377778,16.931803427219698,-283.52059442499876,1514903.2459634205,210000.0,1179903.2459634205,0.058733109170412454,1.8396516837876853,12.25896602183901,1,214.07347873999873,214.07347873999873,91.22050563287277,inf
Seville,300.0,500.0,5.0,270.048734591252,492.499632696132,480.6622697377778,11.837362958354175,-222.45089810487997,1514903.2459634205,210000.0,1179903.2459634205,0.05846030839826084,1.2617425031853526,12.580645149046683,1,270.048734591252,270.048734591252,147.18805294812907,inf
Seville,300.0,500.0,6.0,326.0412032657618,492.49965315566914,480.6622697377778,11.837383417891331,-166.45844988990734,1514903.2459634205,210000.0,1179903.2459634205,0.05847623249790903,1.26113937437892,12.58079127474468,1,326.0412032657618,326.0412032657618,203.1809715901899,inf
Seville,700.0,500.0,2.0,216.76949507519856,586.1146716773281,569.5032144550007,16.611457222327417,-369.3451766021296,1794903.2459634205,490000.0,1179903.2459634205,0.5874887786657546,1.0590394532609038,8.861406252734513,1,216.76949507519856,216.76949507519856,85.84388116465854,inf
Seville,700.0,500.0,3.0,341.25940170920586,586.0601176802124,569.5032144550007,16.5569032252117,-244.80071597100655,1794903.2459634205,490000.0,1179903.2459634205,0.6318678649796274,1.034837820844157,8.71249027320025,1,341.25940170920586,341.25940170920586,211.58780838542486,inf
Seville,700.0,500.0,4.0,466.86340420342583,586.052977505528,569.5032144550007,16.549763050527332,-119.18957330210222,1794903.2459634205,490000.0,1179903.2459634205,0.6533577868101459,1.0070043036402785,8.693813273092701,1,466.86340420342583,466.86340420342583,337.7990519614624,inf
Seville,700.0,500.0,5.0,592.1696458110048,585.9593711176714,569.5032144550007,16.45615666267062,6.210274693333449,1794903.2459634205,490000.0,1179903.2459634205,0.6608996757119769,1.0733347091191865,8.463592789087217,1,592.1696458110048,592.1696458110048,463.3184048503115,21.416666666666632
Seville,700.0,500.0,6.0,717.7299281957253,585.9441447691134,569.5032144550007,16.44093031411275,131.7857834266118,1794903.2459634205,490000.0,1179903.2459634205,0.667688837924964,1.0745582827074234,8.428425185791296,1,717.7299281957253,717.7299281957253,589.0705287056228,13.166666666666691
Seville,1100.0,500.0,2.0,244.826585168142,677.6675507769554,658.3441591722237,19.323391604731714,-432.84096560881346,2074903.2459634205,770000.0,1179903.2459634205,0.7957075410719283,1.3972054223221624,7.011025531243857,1,244.826585168142,244.826585168142,96.77091369118833,inf
Seville,1100.0,500.0,3.0,386.0945491361752,677.5088642381886,658.3441591722237,19.16470506596485,-291.41431510201335,2074903.2459634205,770000.0,1179903.2459634205,0.8347069580215166,1.4449503113265982,6.739829926005343,1,386.0945491361752,386.0945491361752,239.14088483847016,inf
