site,pv_kwp,battery_kwh,days,price,ch4_kg_per_day,lcom,curtail_frac,night_share,efc_per_day,soc_min,soc_max,bus_trips,bus_interventions,shed_kwh,unserved_kwh,utilisation,operating_margin_eur,capex_eur,capex_pv_eur,capex_battery_eur,capex_process_eur,wall_s,nmpc_used,nmpc_failed,nmpc_iterations,nmpc_solve_time_s,nmpc_predicted_shed_kWh,duty_contactor,duty_night_contactor,starts_contactor,uptime_h_contactor,offdraw_kW_contactor,idle_kWh_contactor,duty_calciner,duty_night_calciner,starts_calciner,uptime_h_calciner,offdraw_kW_calciner,idle_kWh_calciner,duty_electrolyser,duty_night_electrolyser,starts_electrolyser,uptime_h_electrolyser,offdraw_kW_electrolyser,idle_kWh_electrolyser,duty_sabatier,duty_night_sabatier,starts_sabatier,uptime_h_sabatier,offdraw_kW_sabatier,idle_kWh_sabatier,kiln_hot_h,kiln_T_max,edit_mean,edit_max,bind_bus_balance,bind_state_box,bind_battery.soc.lo,bind_battery.soc.hi,bind_solids.n_cao.lo,bind_solids.n_cao.hi,bind_solids.n_caco3.lo,bind_solids.n_caco3.hi,bind_calciner.temperature_K.lo,bind_calciner.temperature_K.hi,bind_electrolyser.temperature_K.lo,bind_electrolyser.temperature_K.hi,bind_gas.n_h2.lo,bind_gas.n_h2.hi,bind_gas.n_co2.lo,bind_gas.n_co2.hi,bind_water.mass_kg.lo,bind_water.mass_kg.hi,bind_sabatier.temperature_K.lo,bind_sabatier.temperature_K.hi,bind_band_ceiling,bind_rate_limit,cf_bus_deficit_W,cf_bus_deficit_W_frac,cf_gas.n_h2.hi,cf_gas.n_h2.hi_frac
London,700.0,500.0,7.0,6.0,33.603545820887035,70.847293944695,0.2066763206459763,0.3165785540220698,0.2614667901884298,0.09998937925303844,0.6519021440387578,2274.2,4738.3,2110.112938780732,1.2005904147439755e-06,0.15902621024574523,1356.7688652290637,1794903.2459634205,490000.0,125000.0,1179903.2459634205,979.8174073918212,1.0,0.0,22.078065476190474,0.30364237108949244,9.291383126424295e-10,0.31497718253968254,0.026373740367516274,1.9257142857142855,4.0599791666666665,8.244614546626392e-10,5.733799989567653,0.5247996031746032,0.4023193944702653,3.25,5.031909226190476,6.183460909969796e-09,86.6232725614269,0.46741369047619047,0.026274631030095204,3.4185714285714286,3.1588970588235297,3.0917304549848985e-08,328.5449993228183,0.6071656746031746,0.42689309217357163,2.994285714285714,5.248916666666666,6.801807000966775e-08,382.0493302911884,14.344166666666666,1215.1119749679954,0.010172332586441261,0.2423755088346773,0.25929205169568714,0.011554893493045879,0.000720168866960067,0.000281049004979212,0.000175749070928578,0.0005895513786149941,0.000589551378633076,0.000175749070901867,0.000761330911500107,0.000510398777156523,0.001106161405032688,0.001490065607514589,0.000255161793527432,0.00144327224982198,0.00172788535198603,0.000199693652694302,0.00020278476391761798,0.00031432469794652403,0.000680776324773646,0.000331219186155945,385.4375530291942,15.404507248868857,23554.015574226498,1.0,,
London,700.0,1500.0,7.0,6.0,36.10411699676749,89.60882047718461,0.18045836990761813,0.2994897744504634,0.12730989069456652,0.11300870093759749,0.574335364187888,1073.68,3638.5600000000004,2109.9237806719707,0.0032013000416392942,0.1665205437567991,1437.9369921871903,2044903.2459634205,490000.0,375000.0,1179903.2459634205,1001.358289181944,1.0,0.0,21.668869047619047,0.3159226501638639,9.183228608391755e-10,0.3748472222222222,0.07018375815056313,2.09,4.295516666666666,8.244614546626392e-10,6.432533321747011,0.6052490079365079,0.4764030861703774,2.0114285714285716,11.398758333333332,6.183460909969796e-09,56.01578336706173,0.48569841269841274,0.04099115000811747,3.815714285714286,3.010910037878788,3.0917304549848985e-08,330.1949993194175,0.6143075396825397,0.4471402519831307,1.677142857142857,9.130310023310022,6.801807000966775e-08,577.623334493487,14.944166666666664,1199.445656501533,0.003229135713534247,0.4223328393070863,0.031682460614201845,0.01131066409247921,0.00061033792329791,0.000177185811993291,0.00016561547078147902,0.000685108321764644,0.000685108321764581,0.000165615470781542,0.000647977088957102,0.0005512692528581811,0.000943325182751075,0.0013534520704632429,0.000303288275150097,0.0011222275192755479,0.002043071284130087,0.00021799796453166406,0.000210217401940657,0.000317381919210131,0.000779656314835196,0.000331828497991877,479.5519401944199,17.73155230130654,19419.54016956626,1.0,,
London,700.0,2500.0,7.0,6.0,44.19284567894519,71.56555867417148,0.1700984582347832,0.22624006171127217,0.07508925984649886,0.09993572786730034,0.5003758043350464,1700.95,4523.46,2196.3213493260755,1.4937794357722563e-06,0.17167361410704166,1779.0170755252475,2294903.2459634207,490000.0,625000.0,1179903.2459634205,1008.5764229131016,1.0,0.0,21.76893849206349,0.31431366315324216,9.28931327997119e-10,0.4029136904761904,0.10384406420019708,2.0585714285714283,4.965173529411764,8.244614546626393e-10,7.373199986534969,0.5642708333333333,0.4040599243371001,2.5457142857142854,5.628084541062802,6.183460909969796e-09,55.37109859965626,0.5308373015873016,0.08737822766075529,3.0485714285714285,4.614941666666667,3.0917304549848985e-08,388.68749919885556,0.6578829365079365,0.4492343850879147,1.9099999999999997,8.395479853479854,6.801807000966775e-08,384.16941943798656,19.112166666666667,1202.9944165076565,0.0018457529120042438,0.2872605730445486,0.012712693974200304,0.010907112612943115,0.0007778911984794199,0.00026232920831032,0.00015285710585158602,0.0006804326456308481,0.000680432645633053,0.000152857105850074,0.000599836692001252,0.000592671119816731,0.0010651438700010388,0.001520236369657549,0.000445051357705558,0.0010722021938216909,0.0011017357601478222,0.000244430885201509,0.00021114447448993898,0.000319516907203329,0.0006846735455964469,0.000343669527544033,429.7769626573405,15.026976006796637,19826.49293381739,1.0,,
London,1100.0,500.0,7.0,6.0,63.072888229378265,22.42670714411109,0.2390120233940249,0.3429616617682859,0.4425725560374943,0.09995561856892399,0.9302210915432572,1958.44,5215.110000000001,3426.7311223442193,1.1119316738299804e-06,0.23763024109210057,2557.4683543138663,2074903.2459634205,770000.0,125000.0,1179903.2459634205,708.8745037930004,1.0,0.0,23.333948412698412,0.3079554649116863,1.5665730688900158e-09,0.4388511904761905,0.07899962810401001,2.052857142857143,5.170983333333334,8.244614546626393e-10,5.694466656253603,0.6770257936507936,0.5600520654385919,3.1271428571428572,5.127617753623188,6.183460909969796e-09,98.96410085907385,0.5939623015873017,0.3634394904458599,2.222857142857143,6.103908333333333,3.0917304549848985e-08,441.4674990900678,0.7212430555555556,0.5366966952227411,2.01,10.430094444444443,6.801807000966775e-08,428.33664714616907,26.93166666666667,1242.2118262258414,0.017213704585801497,0.4957475861464118,0.3875680518367164,0.012011814603227536,0.0006350841050070569,0.000506185981942998,0.00024124128389316798,0.000586241755413706,0.000586241755443232,0.000241241283852338,0.000562732212118277,0.000980175777016478,0.0011445281732474911,0.001899389624805193,0.00038476705686399805,0.000548958894632418,0.001240078313120744,0.000579520492797074,0.00029897299919036597,0.000383636187436345,0.000754091288521041,0.000438727417924649,422.3967833970317,24.57743028878742,24318.60944560017,1.0,,
London,1100.0,1500.0,7.0,6.0,68.28698713774364,23.409337269102224,0.19450498839936473,0.3468403161355851,0.28764978915579975,0.0999568779237309,0.7819881392690446,1015.1700000000001,3803.54,3229.27863550983,1.4266301678010885e-06,0.2548805537044491,2692.962345204451,2324903.2459634207,770000.0,375000.0,1179903.2459634205,916.5819544860001,1.0,0.0,22.25207341269841,0.3067319470615125,1.5454944838206243e-09,0.591827380952381,0.40577753634952934,1.2328571428571429,11.414104166666668,8.244614546626393e-10,11.700733310832264,0.7137232142857143,0.6276539215205071,1.4871428571428569,11.639173076923075,6.183460909969796e-09,67.1331012236795,0.6144662698412698,0.3666875771636984,1.6985714285714284,8.363733333333334,3.0917304549848985e-08,277.15999942873077,0.7449851190476191,0.6864357544957883,1.0314285714285714,21.935609090909093,6.801807000966775e-08,408.10929869985415,28.747666666666667,1248.075162143908,0.007620053171539033,0.4823253891157007,0.06280218721431392,0.011411615278909569,0.000524586848477367,0.000249345738550071,0.000170819043537573,0.000519550304198463,0.000519550304202936,0.000170819043535053,0.00048194191193293395,0.001002350372268896,0.000881187196307141,0.001939628971708331,0.00022445603856016902,0.0010192470453544021,0.001617334113044609,0.000564916037118832,0.000245724530277539,0.000294896581964613,0.000601036404314199,0.00038422479355554003,646.1892343112365,26.709664854389228,22224.189184877912,1.0,,
London,1100.0,2500.0,7.0,6.0,72.67896564378677,25.944609766498434,0.18141131562473958,0.3656949407732081,0.20622119616961251,0.09998731661079448,0.7081401824383489,673.62,3874.4300000000003,3339.1416411614096,1.6077257194573822e-06,0.2619168021845981,2844.159639478124,2574903.2459634207,770000.0,625000.0,1179903.2459634205,1050.1714710070003,1.0,0.0,22.26397817460317,0.30614052902974426,1.5594697575578673e-09,0.538327380952381,0.35186458644033236,0.8728571428571428,16.5740375,8.244614546626393e-10,8.726333316454161,0.7284206349206349,0.6623347045031507,0.8200000000000001,23.01889523809524,6.183460909969796e-09,72.36949082575838,0.6793353174603174,0.5022688675861495,0.7457142857142858,32.794259259259256,3.0917304549848985e-08,329.88749932005123,0.7531359126984128,0.6680206166299805,1.1685714285714284,34.2803431372549,6.801807000966775e-08,479.6041525029103,32.57783333333334,1244.059066413831,0.005681167510453204,0.4557147613162836,0.023726658886640134,0.011380508939469446,0.000536738255033385,0.000217433090564441,0.000169661729414286,0.000562798123473292,0.0005627981234745129,0.000169661729413028,0.00051502146998177,0.00095455895628752,0.000843499638902658,0.0019233841045184562,0.000214049380186337,0.0013027248336012838,0.001393187374557273,0.000441194959088715,0.000251882051184076,0.000293040990743092,0.000641221399944374,0.000387652729099984,518.7430982305345,30.94990758110088,21446.019001011617,1.0,,
London,1500.0,500.0,7.0,6.0,76.81781754295432,14.442309930124754,0.3236277027355565,0.34812058461687057,0.49610699565645766,0.09993355180847224,0.8912672133437528,1694.63,5229.66,3915.515927803995,1.6618213271400445e-06,0.27843713415025384,3123.317741060486,2354903.2459634207,1050000.0,125000.0,1179903.2459634205,674.2411785200024,1.0,0.0,23.180079365079365,0.3335392877718605,2.214017247569892e-09,0.4000446428571428,0.048360995850622375,1.7399999999999998,7.460357142857142,8.244614546626393e-10,4.938066658533522,0.7297251984126985,0.6301665603207744,2.317142857142857,8.176066666666667,6.183460909969796e-09,84.65428152089707,0.6522311507936508,0.46193798398393104,1.9942857142857142,9.230790271132376,3.0917304549848985e-08,503.1499989629306,0.7235099206349207,0.6047872358500184,1.37,15.191369047619048,6.801807000966775e-08,177.3492991521965,34.176833333333335,1255.6537547136045,0.019560085911648047,0.7475822433311621,0.4638882197357724,0.014450534275708736,0.000621676097445932,0.000382742695586531,0.000195707686757433,0.000630988590623208,0.000630988590722774,0.00019570768669191298,0.000523785983014974,0.001102657191411905,0.001505359946637502,0.00251621586917029,0.00044518212925691,0.000820874191873708,0.001159637908201904,0.0009330535189422231,0.000274356920893859,0.00033534976284492,0.001287012741216474,0.0008892367644155409,172.78993731233345,21.862487963552596,25036.613598556498,1.0,,
London,1500.0,1500.0,7.0,6.0,87.1344164343431,15.53192472843891,0.2698789673673048,0.39630747957624457,0.3933679838565946,0.0999341327914596,0.8540776729132409,1164.45,4028.6,4312.84235083233,2.021594608040312e-06,0.3040544473842709,3421.369755344902,2604903.2459634207,1050000.0,375000.0,1179903.2459634205,738.3241567590019,1.0,0.0,22.46684523809524,0.34866756664184057,2.234292779926241e-09,0.5515109126984128,0.33037315137488243,1.2642857142857142,11.616777777777779,8.244614546626393e-10,11.964666642991084,0.7805704365079364,0.6910179567241438,1.1585714285714286,17.371033333333333,6.183460909969796e-09,68.02509311244745,0.6841190476190475,0.4958972226731959,0.9257142857142857,21.10022222222222,3.0917304549848985e-08,309.58499936189787,0.7801904761904763,0.6722617883477624,1.19,21.509585714285713,6.801807000966775e-08,164.6792886503631,47.33566666666666,1249.8371416834793,0.008317928289162804,0.7606236406811212,0.09611089188194401,0.014086038396227667,0.000612443271733365,0.000269897539556635,0.00016638784465396498,0.0013627950417948662,0.0013627950417939843,0.000166387844655477,0.000429560047828862,0.0013267209529583088,0.000902127028881884,0.0021586240913486748,0.000399374517613643,0.000748881238698074,0.001102054303168999,0.001376108576551554,0.00027612105676345304,0.000314905240619386,0.0006906347684321041,0.00042021998917377105,485.9997744008401,34.54790677217949,25536.15961521888,1.0,,
London,1500.0,2500.0,7.0,6.0,91.46067980016417,16.522839848015906,0.24656829004306186,0.4456033540178592,0.3088843245017639,0.09994851868416244,0.7659802126730029,794.1,3762.44,4476.064499064277,2.1289317156666433e-06,0.31859571014282134,3530.8060257620677,2854903.2459634207,1050000.0,625000.0,1179903.2459634205,939.4634759520009,1.0,0.0,22.33011904761905,0.4101098512202782,2.200925020623327e-09,0.6186359126984127,0.40800679795664857,1.137142857142857,16.911602564102566,8.244614546626393e-10,11.464799977434575,0.821061507936508,0.7663103859034429,1.137142857142857,23.2235641025641,6.183460909969796e-09,75.41689229829011,0.7368541666666667,0.6071315492394066,0.7614285714285713,51.459227272727276,3.0917304549848985e-08,377.3724992221774,0.8380505952380952,0.7802092339697726,1.2957142857142856,22.643649999999997,6.801807000966775e-08,229.37848667738467,50.60366666666666,1248.447091264047,0.008473611797536437,0.5327651306592125,0.038464960606347284,0.013993642779709183,0.000591532307988264,0.00022444190226526202,0.000158013299224679,0.0017080331273087769,0.0017080331272843329,0.000158013299249249,0.000376154794157357,0.001220819695884412,0.000857220438611766,0.002264390804393482,0.000405431543808621,0.000392741150954671,0.001303152388881509,0.001108804543835596,0.000269959780152407,0.000302465787402027,0.000522932147731203,0.000421502640574816,630.5145938689486,37.77052548479975,24730.845049077067,1.0,,
Seville,700.0,500.0,7.0,6.0,70.80742951401875,9.785815876684254,0.15405324770796372,0.30731734494856067,0.32084835803886597,0.09997130139463856,0.9320346215251334,1330.34,3207.45,2457.0310714462585,0.01888148459325615,0.2518105291218076,2906.11033229678,1794903.2459634205,490000.0,125000.0,1179903.2459634205,1310.0228294601243,1.0,0.0,22.196021825396826,0.38018315988953133,9.801697251066447e-10,0.44709523809523805,0.14162275772175834,1.767142857142857,6.107182692307692,8.244614546626392e-10,2.3515333305348727,0.7402986111111112,0.6550117308846078,3.042857142857143,5.935984444444444,6.183460909969796e-09,120.74902563735205,0.5021765873015873,0.0614921768889445,2.5242857142857145,4.821722222222222,3.0917304549848985e-08,257.3399994695828,0.7630704365079366,0.6048183996860834,2.242857142857143,9.21373106060606,6.801807000966775e-08,484.254979501878,33.60966666666666,1250.7654311995323,0.015396797585633788,0.4721901200828604,0.21756855078248788,0.010524672123690184,0.0005631240487714259,0.00035973103159924293,0.000197349737007782,0.000513225196655302,0.000513225196673005,0.00019734973698499298,0.00035523950443141095,0.0009217883681034501,0.0009432574592420939,0.001945274864583884,0.000235780906467926,0.000798709512772112,0.000832042197042102,0.000453058399181141,0.000259379674376117,0.00031643932083052,0.000651175031821808,0.000468521937144893,532.5242856482057,33.13986180008887,21268.937153433726,1.0,,
